[1, -599][DEBUG] 出怪种子: 0x2F4A177E
[1, -599][DEBUG] 阳光: 8000, 白, 0f, SL次数: 0 [13:53]
[1, -599][DEBUG] 阳光: 9840, 白, 5704f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 慢, 5706f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9840, 慢, 5708f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 快, 5710f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 快, 5712f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 变, 5714f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9890, 变, 5716f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9840, 快, 5718f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9890, 慢, 5720f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9890, 白, 5722f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 白, 5724f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 快, 5726f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 变, 5728f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9840, 快, 5730f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 白, 5732f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9890, 快, 5734f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 快, 5736f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 白, 5738f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 白, 5740f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 变, 5742f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9840, 白, 5744f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9865, 变, 5746f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9840, 白, 5748f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9890, 变, 5750f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9915, 白, 5752f, SL次数: 0 [15:15]
[1, -599][DEBUG] 阳光: 9890, 变, 5754f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 快, 5756f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 变, 5758f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9815, 慢, 5760f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 变, 5762f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9840, 白, 5764f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 变, 5766f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 快, 5768f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 快, 5770f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 变, 5772f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9915, 白, 5774f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 慢, 5776f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9840, 白, 5778f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 慢, 5780f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 慢, 5782f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 变, 5784f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9915, 慢, 5786f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9915, 白, 5788f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 慢, 5790f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9840, 变, 5792f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 白, 5794f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 变, 5796f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 变, 5798f, SL次数: 0 [15:16]
[1, -599][DEBUG] N: [3-9 768 4-9 1] [慢 296 变 468 白 2 快 3]
加压a: [慢 7 变 9 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 542 变 763 白 765 快 830] 预计 16:16 完成 10k flags (共 143 min)
[1, -599][DEBUG] 出怪种子: 0x2E28819F
[1, -599][DEBUG] 阳光: 9865, 变, 5800f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9915, 白, 5802f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 快, 5804f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 变, 5806f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9840, 变, 5808f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9840, 白, 5810f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 快, 5812f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 快, 5814f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 慢, 5816f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 白, 5818f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 快, 5820f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9890, 快, 5822f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 快, 5824f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 快, 5826f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 慢, 5828f, SL次数: 0 [15:16]
[1, -599][DEBUG] 阳光: 9865, 白, 5830f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 慢, 5832f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9915, 变, 5834f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9915, 变, 5836f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9840, 变, 5838f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 快, 5840f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 变, 5842f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 白, 5844f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 变, 5846f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9840, 变, 5848f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9915, 白, 5850f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 快, 5852f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 白, 5854f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 白, 5856f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 变, 5858f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9915, 快, 5860f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 慢, 5862f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9915, 快, 5864f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 变, 5866f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9815, 变, 5868f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9815, 白, 5870f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 快, 5872f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 白, 5874f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 白, 5876f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 慢, 5878f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 变, 5880f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9840, 慢, 5882f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9840, 白, 5884f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 变, 5886f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9840, 变, 5888f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9915, 白, 5890f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 变, 5892f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9815, 白, 5894f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 慢, 5896f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9890, 快, 5898f, SL次数: 0 [15:17]
[1, -599][DEBUG] N: [3-9 780 4-9 1] [慢 299 变 477 白 2 快 3]
加压a: [慢 7 变 9 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 549 变 779 白 779 快 843] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0x073B8D66
[1, -599][DEBUG] 阳光: 9865, 变, 5900f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 白, 5902f, SL次数: 0 [15:17]
[1, -599][DEBUG] 阳光: 9865, 变, 5904f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 白, 5906f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 变, 5908f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 慢, 5910f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 白, 5912f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 变, 5914f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 快, 5916f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 快, 5918f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 变, 5920f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 变, 5922f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 快, 5924f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 快, 5926f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 变, 5928f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 白, 5930f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 白, 5932f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 快, 5934f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 慢, 5936f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 白, 5938f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 变, 5940f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 快, 5942f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 快, 5944f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 快, 5946f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 变, 5948f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 慢, 5950f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 变, 5952f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9815, 慢, 5954f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 白, 5956f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 快, 5958f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 白, 5960f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 白, 5962f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 快, 5964f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9865, 变, 5966f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 变, 5968f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9840, 变, 5970f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 慢, 5972f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9890, 变, 5974f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 慢, 5976f, SL次数: 0 [15:18]
[1, -599][DEBUG] 阳光: 9915, 变, 5978f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 变, 5980f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 快, 5982f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 白, 5984f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 变, 5986f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 慢, 5988f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 变, 5990f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 慢, 5992f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 变, 5994f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9915, 快, 5996f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 慢, 5998f, SL次数: 0 [15:19]
[1, -599][DEBUG] N: [3-9 797 4-9 1] [慢 303 变 490 白 2 快 3]
加压a: [慢 7 变 9 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 558 变 798 白 789 快 855] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0x53311A3E
[1, -599][DEBUG] 阳光: 9915, 白, 6000f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 白, 6002f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 慢, 6004f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 慢, 6006f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 白, 6008f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 白, 6010f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 快, 6012f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 变, 6014f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9915, 慢, 6016f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 白, 6018f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 白, 6020f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 快, 6022f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 快, 6024f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 慢, 6026f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 变, 6028f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9840, 快, 6030f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 快, 6032f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 慢, 6034f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9915, 快, 6036f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 快, 6038f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9865, 快, 6040f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 变, 6042f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9815, 快, 6044f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 白, 6046f, SL次数: 0 [15:19]
[1, -599][DEBUG] 阳光: 9890, 变, 6048f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 白, 6050f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 慢, 6052f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 快, 6054f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 白, 6056f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 慢, 6058f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 快, 6060f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 白, 6062f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 慢, 6064f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 变, 6066f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 变, 6068f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 变, 6070f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9915, 变, 6072f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 变, 6074f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 慢, 6076f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 快, 6078f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 快, 6080f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 变, 6082f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 慢, 6084f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9840, 白, 6086f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 白, 6088f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 快, 6090f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 快, 6092f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 快, 6094f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 慢, 6096f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 变, 6098f, SL次数: 0 [15:20]
[1, -599][DEBUG] N: [3-9 812 4-9 2] [慢 311 变 498 白 2 快 3]
加压a: [慢 7 变 9 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 569 变 809 白 801 快 871] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0xF4733D6E
[1, -599][DEBUG] 阳光: 9840, 快, 6100f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 白, 6102f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 白, 6104f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 白, 6106f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9865, 快, 6108f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 白, 6110f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 变, 6112f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9890, 慢, 6114f, SL次数: 0 [15:20]
[1, -599][DEBUG] 阳光: 9915, 快, 6116f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 白, 6118f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 白, 6120f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 慢, 6122f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 慢, 6124f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9915, 快, 6126f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 变, 6128f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 变, 6130f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 变, 6132f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 快, 6134f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 白, 6136f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 变, 6138f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9915, 变, 6140f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 慢, 6142f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 快, 6144f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 变, 6146f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 变, 6148f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9915, 白, 6150f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 白, 6152f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 快, 6154f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 变, 6156f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9815, 变, 6158f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 快, 6160f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 变, 6162f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 快, 6164f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 慢, 6166f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9915, 慢, 6168f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 白, 6170f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 快, 6172f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 变, 6174f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9840, 白, 6176f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 白, 6178f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 快, 6180f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9865, 慢, 6182f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9915, 快, 6184f, SL次数: 0 [15:21]
[1, -599][DEBUG] 阳光: 9890, 变, 6186f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 慢, 6188f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9915, 变, 6190f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9815, 慢, 6192f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 变, 6194f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6196f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 白, 6198f, SL次数: 0 [15:22]
[1, -599][DEBUG] N: [3-9 826 4-9 2] [慢 315 变 508 白 2 快 3]
加压a: [慢 7 变 9 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 578 变 824 白 814 快 884] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0x72798E87
[1, -599][DEBUG] 阳光: 9865, 快, 6200f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 慢, 6202f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9840, 快, 6204f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 快, 6206f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6208f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 变, 6210f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9840, 快, 6212f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 白, 6214f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6216f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6218f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 白, 6220f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 变, 6222f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9815, 白, 6224f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 变, 6226f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9915, 白, 6228f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9815, 变, 6230f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 慢, 6232f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 变, 6234f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9915, 变, 6236f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9840, 快, 6238f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 白, 6240f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6242f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6244f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6246f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6248f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 快, 6250f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 变, 6252f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 变, 6254f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9815, 白, 6256f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9890, 慢, 6258f, SL次数: 0 [15:22]
[1, -599][DEBUG] 阳光: 9865, 变, 6260f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9840, 快, 6262f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9890, 变, 6264f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9815, 白, 6266f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9890, 变, 6268f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9915, 白, 6270f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9890, 变, 6272f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9890, 变, 6274f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9865, 变, 6276f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9815, 白, 6278f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9865, 白, 6280f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9865, 白, 6282f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9865, 变, 6284f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9840, 白, 6286f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9890, 慢, 6288f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9915, 变, 6290f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9840, 慢, 6292f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9915, 快, 6294f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9865, 变, 6296f, SL次数: 0 [15:23]
[1, -599][DEBUG] 阳光: 9840, 快, 6298f, SL次数: 0 [15:23]
[1, -599][DEBUG] N: [3-9 842 4-9 3] [慢 318 变 521 白 3 快 3]
加压a: [慢 7 变 9 白 0 快 0] 加压A: [慢 0 变 0 白 0 快 0] 加压失败: 0
总: [慢 583 变 841 白 826 快 900] 预计 16:16 完成 10k flags (共 142 min)
[1, -599][DEBUG] 出怪种子: 0xBF9D88F9
